timestamp,mouseXdelta,mouseYdelta
3.050,-2.416,-15.659
3.067,8.275,-23.665
3.083,14.127,-21.979
3.100,5.743,-19.584
3.117,10.225,-27.845
3.133,13.296,-27.235
3.150,1.720,-22.717
3.167,5.311,-22.743
3.183,14.217,-40.373
3.200,21.483,-8.219
3.217,9.879,-13.932
3.233,15.500,-22.536
3.250,26.160,-12.798
3.267,30.887,-13.621
3.283,20.407,-27.486
3.300,30.254,-19.871
3.317,24.496,-16.744
3.333,34.710,-15.975
3.350,20.912,-25.618
3.367,16.409,-18.473
3.383,21.423,-0.926
3.400,25.179,-12.478
3.417,16.078,-0.969
3.433,19.677,-4.757
3.450,28.829,2.647
3.467,19.647,5.628
3.483,26.006,-13.397
3.500,21.204,-1.226
3.517,20.497,3.742
3.533,31.105,-5.720
3.550,28.640,4.779
3.567,34.845,7.872
3.583,33.036,14.660
3.600,26.874,20.208
3.617,37.270,13.193
3.633,28.773,9.717
3.650,27.543,8.538
3.667,21.848,9.945
3.683,34.182,15.347
3.700,23.557,18.795
3.717,23.254,15.062
3.733,22.470,25.586
3.750,20.032,18.852
3.767,12.415,15.685
3.783,19.555,16.390
3.800,15.900,24.664
3.817,26.204,20.496
3.833,8.696,21.700
3.850,12.653,28.645
3.867,11.782,14.557
3.883,14.783,26.414
3.900,16.106,28.252
3.917,9.311,28.399
3.933,7.898,28.184
3.950,-1.393,21.813
3.967,0.625,21.894
3.983,1.351,26.668
4.000,1.623,26.804
4.017,4.969,21.678
4.033,-5.793,28.479
4.050,2.735,24.221
4.067,0.585,27.160
4.083,-3.058,30.290
4.100,-5.177,19.997
4.117,1.169,22.522
4.133,0.017,22.829
4.150,-2.896,30.200
4.167,-4.245,12.063
4.183,-8.061,19.748
4.200,-10.744,27.657
4.217,-18.277,15.819
4.233,-22.124,29.689
4.250,-17.960,20.066
4.267,-13.986,10.857
4.283,-19.500,19.507
4.300,-12.919,15.127
4.317,-22.025,-1.861
4.333,-17.218,16.901
4.350,-22.603,9.522
4.367,-27.701,21.551
4.383,-30.320,5.542
4.400,-19.099,13.950
4.417,-29.032,3.544
4.433,-27.574,11.443
4.450,-34.717,20.047
4.467,-11.211,11.523
4.483,-21.277,15.247
4.500,-12.634,4.269
4.517,-24.563,4.303
4.533,-29.156,-5.245
4.550,-35.596,-0.722
4.567,-19.706,-5.129
4.583,-28.045,0.759
4.600,-28.090,0.820
4.617,-15.287,1.620
4.633,-15.798,-1.977
4.650,-33.735,-21.075
4.667,-22.381,-6.695
4.683,-23.380,-14.618
4.700,-24.052,-14.262
4.717,-26.857,-8.698
4.733,-17.783,-17.894
4.750,-20.221,-12.230
4.767,-24.013,-17.842
4.783,-17.665,-19.134
4.800,-16.615,-1.874
4.817,-4.162,-24.996
4.833,-14.557,-27.781
4.850,-12.878,-32.083
4.867,-5.755,-24.764
4.883,-13.657,-21.997
4.900,-13.247,-6.850
4.917,-7.995,-24.347
4.933,-5.490,-30.692
4.950,-0.628,-29.075
4.967,0.800,-30.117
4.983,-0.541,-22.474
