timestamp,mouseXdelta,mouseYdelta
5.066667,-5.529879,-2.758148
5.083333,-9.114123,-1.541229
5.100000,-13.897649,0.398182
5.116667,-15.734279,-4.772174
5.133333,-11.305571,-3.328379
5.150000,-12.630921,2.809174
5.166667,-13.130439,2.656688
5.183333,-10.741741,-0.087645
5.200000,-7.783022,-2.212690
5.216667,-8.651273,3.459150
5.233333,-11.948490,-6.537887
5.250000,-4.309893,4.313214
5.266667,-5.499981,-3.865460
5.283333,-6.191918,-4.623805
5.300000,-6.332422,-8.614977
5.316667,-3.380935,-5.655450
5.333333,-9.020464,-2.293118
5.350000,0.092322,-1.375965
5.366667,-1.266211,-1.806381
5.383333,1.321437,-8.548430
5.400000,1.846857,-9.255442
5.416667,9.053471,-9.026589
5.433333,14.819674,-12.538893
5.450000,15.686744,-10.007403
5.466667,10.641880,-8.297078
5.483333,14.427768,-8.762537
5.500000,6.217140,-7.956535
5.516667,1.985734,-8.530245
5.533333,1.460809,-14.499829
5.550000,-5.147905,-11.121579
5.566667,-6.723989,-20.000000
5.583333,-2.912214,-17.152080
5.600000,-5.476492,-20.000000
5.616667,-1.585611,-17.236371
5.633333,8.103359,-13.831979
5.650000,8.843836,-13.116493
5.666667,11.226556,-9.304503
5.683333,15.110800,-10.459344
5.700000,11.858090,-11.329823
5.716667,13.835488,-4.203343
5.733333,10.616577,-5.482103
5.750000,10.811228,-5.916939
5.766667,13.538320,-14.332354
5.783333,8.877668,-16.028784
5.800000,-1.291523,-18.280459
5.816667,-4.822995,-17.256832
5.833333,0.111168,-16.511392
5.850000,-4.023204,-15.088071
5.866667,0.575811,-17.483099
5.883333,-3.124069,-13.500593
5.900000,-3.697807,-9.560595
5.916667,-3.382613,-5.797881
5.933333,-7.184665,-5.266431
5.950000,-7.308958,-9.603352
5.966667,-12.831974,-5.900021
5.983333,-12.952586,-9.399140
6.000000,-12.042043,-3.947150
6.016667,-19.960790,-9.538990
6.033333,-20.000000,-2.740376
6.050000,-18.360283,0.602931
6.066667,-20.000000,-3.935506
6.083333,-17.185154,-3.308858
6.100000,-13.271683,-3.728656
6.116667,-10.831940,-2.723314
6.133333,-6.637677,0.777051
6.150000,-12.453397,-8.289729
6.166667,-7.201076,-2.709855
6.183333,-10.563460,-9.878212
6.200000,-9.110975,-5.167038
6.216667,-1.009499,-2.585143
6.233333,-2.395416,-5.899152
6.250000,-2.110069,-6.506295
6.266667,-5.959334,2.339357
6.283333,1.777273,6.649616
6.300000,-2.083856,9.404732
6.316667,0.683035,10.234441
6.333333,5.613393,11.752481
6.350000,8.012111,13.124858
6.366667,8.574065,4.677928
6.383333,8.051143,1.985367
6.400000,2.126665,8.514097
6.416667,8.829980,13.099570
6.433333,8.967835,17.192113
6.450000,8.119265,16.284091
6.466667,2.933453,16.243647
6.483333,2.881651,9.408674
6.500000,2.388698,8.148888
6.516667,9.340072,10.910853
6.533333,8.451847,10.814917
6.550000,7.783512,8.921769
6.566667,2.675452,7.425385
6.583333,-0.576486,1.681584
6.600000,1.526049,3.078484
6.616667,-5.773386,2.279897
6.633333,-1.213241,6.288803
6.650000,3.011430,5.815575
6.666667,-0.669894,0.899222
6.683333,0.775515,2.326420
6.700000,5.847288,6.493697
6.716667,4.733644,0.867504
6.733333,2.983854,1.649678
6.750000,1.877135,-0.826866
6.766667,2.700961,-2.760011
6.783333,-0.081399,-1.238198
6.800000,-1.681230,-0.137961
6.816667,-0.420291,-4.681881
6.833333,-2.303226,1.537415
6.850000,-6.721222,-7.082944
6.866667,-13.496480,-6.258210
6.883333,-12.023163,-6.102832
6.900000,-5.964087,-16.183887
6.916667,-3.783943,-8.319745
6.933333,-7.916672,-9.006997
6.950000,-10.136572,-11.683681
6.966667,-10.427963,-4.805372
6.983333,-2.035620,-5.668592
7.000000,5.788183,-4.959427
7.016667,12.224129,-4.836679
7.033333,11.525947,-2.891113
7.050000,20.000000,0.803141
7.066667,17.950832,4.598818
7.083333,14.708419,2.179936
7.100000,16.871982,2.086284
7.116667,16.299088,1.933597
7.133333,16.015512,3.440101
7.150000,6.666093,5.762381
7.166667,2.071406,-0.583053
7.183333,1.630620,-0.188824
7.200000,-1.306467,3.154186
7.216667,-6.544521,1.210992
7.233333,-8.229565,0.903544
7.250000,-6.291151,-3.218382
7.266667,-2.764906,-2.644535
7.283333,-10.056200,-10.214447
7.300000,-9.099857,-10.076871
7.316667,-8.603552,-9.181114
7.333333,-6.840957,-4.472404
7.350000,-10.601281,-8.713050
7.366667,-13.914449,-6.686079
7.383333,-7.543214,-7.742828
7.400000,-16.795692,-13.784517
7.416667,-18.448270,-14.636981
7.433333,-18.236997,-13.018958
7.450000,-17.660283,-7.519704
7.466667,-18.598324,-10.217005
7.483333,-14.822989,-15.337873
7.500000,-11.781924,-13.393873
7.516667,-11.193501,-5.701381
7.533333,-12.562981,3.109949
7.550000,-12.208409,-2.309111
7.566667,-10.707889,-6.383181
7.583333,-12.644124,-4.156730
7.600000,-9.157383,-6.229728
7.616667,-4.292024,-0.976724
7.633333,1.882385,1.238602
7.650000,7.147862,-6.408452
7.666667,5.161449,-9.235628
7.683333,5.122208,-10.597862
7.700000,3.945356,-2.009376
7.716667,2.871941,-0.153269
7.733333,1.655669,0.164911
7.750000,1.514169,1.941716
7.766667,6.023982,8.337121
7.783333,6.660065,9.861596
7.800000,1.390600,8.523929
7.816667,5.012698,11.135411
7.833333,5.357867,13.567446
7.850000,6.785147,17.011926
7.866667,7.264069,13.887940
7.883333,7.881027,0.776769
7.900000,8.624467,-13.894559
7.916667,0.868167,-10.698029
7.933333,2.691468,-14.277941
7.950000,-0.426087,-7.367983
7.966667,-2.319599,2.340496
7.983333,-2.095319,3.738591
8.000000,4.581711,3.888841
8.016667,0.114164,3.061047
8.033333,-0.039695,-2.704024
8.050000,-1.059054,-5.402390
8.066667,2.744282,-4.723704
8.083333,1.338671,-4.676061
8.100000,2.097292,-1.741198
8.116667,-2.111286,-5.733429
8.133333,2.518559,-6.809434
8.150000,-3.400665,-4.353239
8.166667,-1.207119,-10.040776
8.183333,-0.168480,-6.094366
8.200000,1.345913,-2.957004
8.216667,-4.405754,-1.337143
8.233333,-5.175658,-3.134589
8.250000,-1.175870,3.095968
8.266667,6.119197,8.045602
8.283333,5.068341,8.651923
8.300000,7.628798,8.271442
8.316667,7.388975,10.739311
8.333333,6.412947,6.748232
8.350000,4.113760,8.609050
8.366667,3.714357,9.108985
8.383333,6.023239,6.698721
8.400000,8.445907,7.544219
8.416667,2.662064,12.559016
8.433333,0.392879,4.682733
8.450000,-3.826584,0.130279
8.466667,-3.235232,-0.978151
8.483333,-4.259037,1.598472
8.500000,-2.473632,2.702817
8.516667,-0.586955,4.897074
8.533333,-8.960073,2.949613
8.550000,-16.784906,2.798892
8.566667,-15.124947,6.701132
8.583333,-8.861915,6.842119
8.600000,-9.977168,8.098551
8.616667,-11.091121,7.283125
8.633333,-6.037464,4.323728
8.650000,-2.211003,6.600960
8.666667,-5.809070,9.836441
8.683333,-2.433898,9.260500
8.700000,-5.239802,4.897626
8.716667,-6.866472,6.578241
8.733333,-10.002325,7.670466
8.750000,-13.969115,6.087145
8.766667,-12.133612,15.258951
8.783333,-16.429514,19.621114
8.800000,-14.187193,19.303691
8.816667,-12.295082,19.152229
8.833333,-11.680314,20.000000
8.850000,-12.338167,20.000000
8.866667,-13.681819,20.000000
8.883333,-16.601487,20.000000
8.900000,-9.160835,19.560250
8.916667,-9.032294,13.145757
8.933333,-9.046235,5.460004
8.950000,-11.793124,5.821148
8.966667,-5.337759,16.475877
8.983333,-7.150323,20.000000
9.000000,-5.460281,17.907550
9.016667,-3.183875,16.364461
9.033333,-2.423905,13.094682
9.050000,-7.773953,5.610713
9.066667,-4.383578,3.942841
9.083333,-6.329576,3.582580
9.100000,-2.516889,3.945778
9.116667,-4.889420,8.456372
9.133333,1.916264,9.588961
9.150000,5.619292,13.597905
9.166667,9.577760,14.694511
9.183333,11.013372,15.303702
9.200000,5.522684,16.576225
9.216667,-0.452840,11.740204
9.233333,4.806704,13.927065
9.250000,10.275627,11.447661
9.266667,4.639069,9.341146
9.283333,4.583287,8.722986
9.300000,8.659680,6.405606
9.316667,9.201850,1.810537
9.333333,10.082934,1.641917
9.350000,6.075387,0.534408
9.366667,4.731146,-0.599653
9.383333,11.343396,-0.933472
9.400000,9.233472,-9.229929
9.416667,4.733295,-9.359229
9.433333,1.516555,-2.896476
9.450000,0.705149,2.546948
9.466667,0.881452,2.441165
9.483333,0.438121,2.212233
9.500000,7.269489,-7.287433
9.516667,-1.463643,-8.731373
9.533333,-1.259167,-5.097818
9.550000,0.759099,-6.125020
9.566667,4.759363,-1.391736
9.583333,5.019658,2.598068
9.600000,5.608274,0.092329
9.616667,7.838714,0.525548
9.633333,7.060202,6.364808
9.650000,-3.449307,0.057590
9.666667,-7.852658,-1.401211
9.683333,-8.085825,-7.290393
9.700000,-11.217875,-10.004720
9.716667,-0.266391,-1.797280
9.733333,-1.886749,-3.071885
9.750000,-6.294890,-10.397219
9.766667,-6.132922,-13.348905
9.783333,-5.859032,-18.414838
9.800000,-8.321027,-15.978845
9.816667,-6.024086,-12.711073
9.833333,-10.703633,-8.021223
9.850000,-12.834116,-4.687669
9.866667,-11.593260,-9.724452
9.883333,-11.698724,-7.290552
9.900000,-8.076990,-7.125448
9.916667,-1.142176,-2.382860
9.933333,-2.054575,0.855913
9.950000,5.886057,8.612260
9.966667,0.385452,4.044902
9.983333,6.286582,-0.592713
10.000000,0.367759,-2.478218
10.016667,2.011890,-2.639983
10.033333,-0.791554,-5.072835
10.050000,-3.561747,-8.083590
10.066667,5.920960,-6.085186
10.083333,8.875900,-7.432978
10.100000,7.244483,-9.543896
10.116667,-4.086798,-14.101543
10.133333,-10.920593,-20.000000
10.150000,-14.609970,-14.221649
10.166667,-13.326718,-7.637229
10.183333,-10.350116,-3.743271
10.200000,-12.918692,-1.273140
10.216667,-8.711966,-3.452415
10.233333,-5.602608,-0.842423
10.250000,-7.240557,-5.249254
10.266667,-11.253015,-4.378306
10.283333,-8.819674,-7.110579
10.300000,-7.831365,-4.117373
10.316667,-4.575466,2.501885
10.333333,0.990004,-1.753469
10.350000,7.625348,-3.702029
10.366667,11.042305,-3.059879
10.383333,8.289477,-9.984679
10.400000,6.774271,-15.223744
10.416667,9.966041,-7.634199
10.433333,5.781793,-5.662896
10.450000,2.302048,-7.610545
10.466667,5.169822,-7.003644
10.483333,11.611432,-8.232209
10.500000,14.447634,-7.019335
10.516667,16.185982,-8.106032
10.533333,14.369149,-7.757424
10.550000,9.588005,-4.333356
10.566667,11.230201,-1.525801
10.583333,16.255043,4.424158
10.600000,13.129760,5.473951
10.616667,9.322382,5.019978
10.633333,5.991146,10.998261
10.650000,6.846824,9.026318
10.666667,10.936616,-0.558775
10.683333,1.786544,2.680457
10.700000,1.849763,3.414197
10.716667,-3.640798,2.979842
10.733333,4.737320,5.978656
10.750000,4.942414,3.624575
10.766667,2.869881,-5.254674
10.783333,3.613455,-1.347274
10.800000,-3.050368,-3.858214
10.816667,-7.375190,-7.333798
10.833333,-6.423744,-14.938027
10.850000,-3.324288,-10.428804
10.866667,-3.996270,-19.308757
10.883333,-7.582317,-12.446274
10.900000,-17.936063,-12.591740
10.916667,-20.000000,-8.114285
10.933333,-20.000000,-5.687040
10.950000,-17.067161,2.226567
10.966667,-16.172212,3.508088
10.983333,-20.000000,7.918933
11.000000,-20.000000,4.884023
11.016667,-19.427946,-1.855916
11.033333,-16.570071,2.199540
11.050000,-13.741329,-4.376004
11.066667,-12.862433,-0.970288
11.083333,-19.088145,-5.172323
11.100000,-13.673156,-3.574709
11.116667,-10.657954,4.220741
11.133333,-7.717947,6.430219
11.150000,3.896829,4.931979
11.166667,0.315615,6.149967
11.183333,2.040018,3.428108
11.200000,-2.293572,12.324675
11.216667,-0.756841,8.163066
11.233333,2.982565,6.910179
11.250000,1.672782,8.468253
11.266667,-3.662025,9.031936
11.283333,4.355997,9.993453
11.300000,2.415549,6.965687
11.316667,0.532634,5.253267
11.333333,-1.031856,8.393186
11.350000,-7.861506,11.001868
11.366667,-8.594102,11.409472
11.383333,-12.242643,15.583049
11.400000,-6.035839,17.863106
11.416667,-11.491274,19.393280
11.433333,-8.722727,11.032867
11.450000,-7.947643,11.387718
11.466667,-4.928578,10.957992
11.483333,-3.270795,15.756638
11.500000,1.960421,2.712755
11.516667,0.494624,1.782875
11.533333,-6.563232,1.981320
11.550000,-0.911878,-2.563084
11.566667,0.524913,-5.970069
11.583333,-2.215226,0.536512
11.600000,-4.163935,2.331711
11.616667,-11.232414,9.547810
11.633333,-7.698563,7.863030
11.650000,-4.626520,1.437449
11.666667,0.566255,-0.002235
11.683333,-0.306649,-1.968634
11.700000,-2.598590,1.006912
11.716667,-1.315103,3.513213
11.733333,-1.218772,5.214691
11.750000,-2.772289,13.612149
11.766667,-8.766782,17.294684
11.783333,-2.418474,12.156580
11.800000,6.740468,14.922883
11.816667,9.950977,13.542684
11.833333,8.086975,11.350780
11.850000,8.840400,15.820447
11.866667,8.681616,10.592628
11.883333,11.111163,13.217968
11.900000,12.618685,14.878167
11.916667,10.273104,9.674394
11.933333,5.773020,2.165101
11.950000,6.143512,1.614796
11.966667,3.769210,-10.369159
11.983333,-1.596981,-4.848880
12.000000,-4.095787,-2.921626
12.016667,-9.248950,3.125359
12.033333,-8.900165,3.972985
12.050000,1.292970,9.641446
12.066667,-0.062589,6.304421
12.083333,-1.358510,7.713572
12.100000,-1.643556,5.361238
12.116667,4.389525,4.368275
12.133333,13.148929,4.294418
12.150000,18.975309,5.294254
12.166667,20.000000,1.866384
12.183333,15.421622,3.518569
12.200000,17.833673,3.327738
12.216667,10.904732,-2.446069
12.233333,4.105713,-9.271950
12.250000,4.133083,-3.844580
12.266667,3.666112,-12.501781
12.283333,2.536459,-11.902799
12.300000,10.666808,-16.541070
12.316667,8.037417,-8.063553
12.333333,9.033588,-5.003945
12.350000,8.588567,-3.183776
12.366667,10.840149,-6.103344
12.383333,13.268368,-10.985022
12.400000,13.255003,-9.171556
12.416667,9.464331,-8.345141
12.433333,6.027737,-11.797432
12.450000,4.010504,-15.033644
12.466667,4.900644,-18.130621
12.483333,7.258487,-20.000000
12.500000,4.267459,-20.000000
12.516667,9.141300,-17.972628
12.533333,7.380235,-14.180487
12.550000,-1.786558,-12.934973
12.566667,6.382154,-11.112089
12.583333,6.015592,-7.808367
12.600000,8.996453,-15.017397
12.616667,1.367502,-12.674492
12.633333,-1.628754,-6.158942
12.650000,-2.726576,-13.281171
12.666667,-7.525974,-20.000000
12.683333,-7.709879,-20.000000
12.700000,-8.636742,-14.953590
12.716667,-2.978989,-14.139785
12.733333,-11.219864,-10.256680
12.750000,-7.876437,-7.993446
12.766667,-3.162874,-11.853414
12.783333,5.188435,-14.505783
12.800000,7.666483,-19.804596
12.816667,3.178776,-11.758662
12.833333,1.817299,-7.223105
12.850000,2.583391,-6.920627
12.866667,7.780453,-7.175200
12.883333,-0.120545,-9.670640
12.900000,2.096277,-7.121540
12.916667,-4.381584,-9.306756
12.933333,-6.270311,-9.837959
12.950000,-11.146934,-11.367647
12.966667,-12.946683,-7.144749
12.983333,-8.415529,-7.013516
13.000000,-9.142136,-5.752467
13.016667,-11.494222,-9.764549
13.033333,-14.105685,-11.327347
13.050000,-17.349012,-9.546374
13.066667,-12.695248,-14.940130
13.083333,-11.325208,-14.325860
13.100000,-8.826653,-12.945029
13.116667,-13.758385,-16.700083
13.133333,-12.264852,-10.914951
13.150000,-19.895116,-8.440550
13.166667,-13.147116,-8.208598
13.183333,-9.631595,-10.200015
13.200000,-9.145900,-15.663667
13.216667,-17.608683,-10.326237
13.233333,-19.787795,-11.115725
13.250000,-20.000000,-15.644031
13.266667,-20.000000,-16.997937
13.283333,-18.031307,-13.487990
13.300000,-14.944778,-11.184788
13.316667,-7.139227,-14.336684
13.333333,-6.645044,-8.372256
13.350000,-0.922380,-13.222085
13.366667,-2.079564,-6.467392
13.383333,0.160709,-5.039601
13.400000,-0.726101,-6.070845
13.416667,0.499386,-6.473257
13.433333,0.279132,-5.511536
13.450000,-2.461067,-2.831865
13.466667,9.442018,-9.656625
13.483333,9.793867,-11.731723
13.500000,11.124090,-10.372321
13.516667,13.059100,-4.633062
13.533333,12.522875,0.358453
13.550000,1.893396,6.684417
13.566667,3.204305,10.327349
13.583333,-1.995629,5.971534
13.600000,-1.212313,5.306229
13.616667,0.041193,9.113667
13.633333,-7.023808,12.097577
13.650000,-6.288299,10.072691
13.666667,-11.543930,11.077617
13.683333,-20.000000,12.563431
13.700000,-20.000000,11.520920
13.716667,-20.000000,15.046980
13.733333,-20.000000,10.765728
13.750000,-20.000000,14.780686
13.766667,-16.357747,11.760098
13.783333,-15.667758,4.315380
13.800000,-12.547086,-3.155421
13.816667,-8.285191,-2.325393
13.833333,2.091135,-6.493396
13.850000,1.471373,1.349095
13.866667,6.089794,-1.570663
13.883333,6.376685,-1.405599
13.900000,6.866840,-4.059761
13.916667,5.822874,-10.045994
13.933333,5.781080,-7.241312
13.950000,4.293295,-12.977385
13.966667,7.818093,-10.221546
13.983333,4.132223,-10.321793
14.000000,-2.283677,-13.391254
14.016667,-4.206555,-7.138446
14.033333,-6.343913,-3.863746
14.050000,-7.862786,-2.485582
14.066667,-7.642090,1.255203
14.083333,-9.017126,-5.160430
14.100000,-13.643209,-6.771897
14.116667,-17.275128,-4.453859
14.133333,-17.410688,5.489953
14.150000,-20.000000,5.755490
14.166667,-20.000000,3.206336
14.183333,-20.000000,-6.415783
14.200000,-18.688482,1.837425
14.216667,-18.633387,2.692914
14.233333,-12.670361,1.767808
14.250000,-13.727166,-7.511918
14.266667,-9.790486,-7.213400
14.283333,-12.862173,-5.985673
14.300000,-13.910677,-7.500810
14.316667,-10.094445,-12.104259
14.333333,-4.895739,-16.484578
14.350000,-7.056971,-7.144335
14.366667,-1.841855,-6.039486
14.383333,-5.419790,-7.552626
14.400000,-4.584710,-6.647271
